출처,index,내용
cafearticle.xml,5,<b>MZ세대</b>가 모든 것을 가진 50대이상을 원망하며 빨리 자산과 권력을 넘겨주고 물러나라는 성토와 정확히 일치하는 결과라고 하겠다. 그리고...그런 움직임의 정중앙에 이준석이 서 있다. - 나이든 사람들은 낡은 생각에... 
cafearticle.xml,6,어떤 사람이 조금만 이상한짓하면 요즘 <b>MZ세대</b>들 왜 이래?? 라고 많이 하던데 시러요 ㅠㅠ 그나저나 <b>MZ세대</b>의 범위는 어디부터 어디까지라도 생각하시나요 이론상 81년생부터던데 그건 아닌건 같고(?)
cafearticle.xml,7,본인들이 싫어하는 사람은 그들끼리 똘똘 뭉쳐서 말 지어내고.. 모함하던데 혹시 이게 <b>MZ세대</b> 특기인가요? 개인 이기주의 세대인건 알겠는데.. 어떻게 대해줘야 할지 감이 안잡히네요;; 이런말 하는 제가 찐 꼰대인건가요??
cafearticle.xml,8,현대 캐스퍼는 출시부터 <b>MZ세대</b>를 제대로 저격했다고 해도 과언이 아닌데요. 우선 최초로 온라인 판매를 시작했습니다. 인터넷쇼핑을 하듯 영업소에 따로 가지 않아도 현대 캐스퍼를 판매할 수 있으니 젊은 세대가... 
cafearticle.xml,9,<b>MZ세대</b>. 스스로 이름 붙인적 없지만 그리 불리우는 세대죠. 저도 정확히 <b>MZ세대</b>에 해당됩니다 나이만 보면요. 근데 전 <b>MZ세대</b>랑 너무 안맞습니다. 오히려 제가 MZ를 혐오합니다. 저는 어릴때부터 동네 형 동생들과 무리지어... 
cafearticle.xml,10,<b>MZ세대</b> 전체를 비하하거나 나쁘게 보지는 않아요 하지만 저희 기업만 그러는지 다그러는지 알고싶어요 우선 기초적인 출근은 1분 남겨두고 도착해서 출근인증하고 커피먹는다고 20분대화..그리고 업무준비는 거의... 
cafearticle.xml,11,"<b>MZ세대</b>가 쓴 <b>MZ세대</b> 사용설명서... 이렇게 친절할 수가! (라떼 세대가 쓴 라떼세대 사용설명서도 있을까요 ) <b>MZ세대</b>는 넓게는 1981년~2004년에 출생한 사람들, 좁게는 현재의 20~30대를 말합니다. 이 세대와의 소통에서 많은... "
cafearticle.xml,12,"요즘 기사마다 <b>mz세대</b>라는 말을 쉽게 찾아볼 수 있다. 그동안 20~30대를 88만원 세대, N포 세대 등 다양하게 불러왔다. 그런데 새롭게 <b>MZ세대</b>로 부르는 이유는 무엇일까? 과연 이들은 누구이고 어떻게 구분되며 왜 이렇게... "
cafearticle.xml,13,요즘 <b>MZ세대</b>들이 어떤 유행을 많이 찾아보고 있는지를 잘 모를 때가 많다. 같은 세대에 속해도 요즘 유행하고 있는 이슈에 대해 많은 관심이 없다보니 종종 같은 또래들과의 이야기하기가 어려울 때가 있다. 이에 대한... 
cafearticle.xml,14,요즘 <b>MZ세대</b>란 말을 많이 사용하고 들어봤을 꺼에요. X세대 다음인 밀레니얼 세대부터 Z세대까지를 말하며 저도 <b>MZ세대</b> 더라구요? 정작 <b>MZ세대</b>를 잘 모르는 MZ와 꼰대를 위한 세대 간 소통와 협력을 위한 책으로 <b>MZ세대</b>가... 
cafearticle.xml,15,<b>MZ세대</b>가 1981년생부터 2010년생까지라고 하잖아요 저는 <b>MZ세대</b>인데 남편은 그 이전 세대거든요 세대 차이 난다라는 말 있잖아요 세대가 달라서 일까요 세대 차이 느끼시는 분이 있다면 어떤 부분이 차이 나시나요?
cafearticle.xml,16,"최근 <b>mz세대</b>라는 말을 굉장히 많이 들어보셨을텐데요, 뉴스나 광고 같은 곳에서 많이 사용하고 있어요! 오늘은 <b>MZ세대</b> 나이&amp;특징, y세대 특징까지 한 번 알아보려고 하는데요 <b>mz세대</b>는 과연 어떤 사람들을... "
cafearticle.xml,17,안녕하세요 인사쟁이 선배님들 <b>MZ세대</b> 조직몰입을 위한 HR분야의 역할을 알아보기 위해 HR 담당자 분들을 대상으로 여러가지 형태의 자료 수집중에 있습니다. <b>MZ세대</b> 중에서도 80년대출생~90년대 초반인 <b>MZ세대</b>의... 
cafearticle.xml,18,<b>MZ세대</b>라는 말이 유행한 후로 회사에서 이 단어 엄청 자주 듣는데요. '역시 너는 MZ답네~' '요새 MZ들은 어떻게 생각하니?' 'MZ 사이에선 뭐가 유행이야?' 등등... 저희 회사분들은 <b>MZ세대</b>에 참 관심이 많으십니다^^;; (저는... 
cafearticle.xml,19,요즘 <b>MZ세대</b>라고 그러는데 그 세대를 일컫는 나이가 10대부터30대?? 아님 40전까지? 대체 몇살까지 <b>MZ세대</b>라고 보는것일까요??
cafearticle.xml,20,"아래도 <b>MZ 세대</b> 언급이 나왔고, 여기서도 뭐 여러 주제로 <b>MZ 세대</b> 언급이 나와서 그러는데 난 이 <b>MZ 세대</b> 라는 용어 자체가 존나 어이없게 생각됨. M 세대 정의는 밀레니엄 세대, 1985~2004년생 Z 세대는 위의 밀레니엄... "
cafearticle.xml,21,기존세대랑 <b>mz세대</b>랑 가장 큰 차이라면 좋게말하면 합리적 다르게 말하면 개인적인건가요?? 예전하곤 소통하고 살아가는 방식이나 가치관이 많이 달라졌으니 서로 다름을 받아들이고 이해해야되는거 같긴해요^^ 점심때... 
cafearticle.xml,22,https://naver.me/xWpCG3k6 <b>MZ세대</b>는 주식 코인을 어쩐다느니.. 옷을 어떻게 입는다느니.. 정치 성향이 어떻다느니.. MZ와 2030대 범위가 일치하지 않는 건 물론 어차피 모든 세대마다 저런 부류는 존재해왔는데 우리... 
cafearticle.xml,23,<b>MZ세대</b>들이 시작하는 투잡부업 대세 <b>MZ세대</b>!! 요즘 대세지요?? <b>MZ세대</b> 과연 기준이 뭘까요? 1980년대초~2000대초반 출생하신분들이 밀레니엄세대 1990년대중반~2000년대 초반출생한 Z세대 이 두 세대를 통칭하는 말이... 
cafearticle.xml,24,"눈물을 머금고 모든 일정 취소를 하고는 어디를 갈지 남편과 폭풍검색을 한다고 정답타임이 늦었어요 죄송해유 두번째 테스트의 정답은 <b>MZ세대</b>라면 1:1:1이라고 해요❗️❗️❗️ <b>MZ세대</b>는 모든걸 공평, 평등이라고 해요... "
cafearticle.xml,25,<b>mz세대</b> 뭔지찾아보니 저도해당되는 m세대와 z세대를합친말이라네요.. 근데요 그동안 사고쳤던 알바생님.. 특히 오늘첫출근하기로한 알바생님.. 30분전에 문자오네요 죄송하다 사정상알바를하지않아도되니 양해해달라..... 
cafearticle.xml,26,9살도 <b>MZ세대</b>?
cafearticle.xml,27,꼰대라는 단어가 듣기 싫어지고 입에 담기도 싫고 지워버리고 싶다 언제부터인지 X세대와 <b>MZ세대</b> 뗄래야 땔수없는 관계가 되어 버렸다 세대의 모든것들의 대척점이 되어버린 난감한 상황이 되어 버린것이다 삼겹살에... 
cafearticle.xml,28,요즘 #<b>MZ세대</b> 열풍도 불고 #유튜버 #인플루언서 #틱톡커 등 #크리에이터 로 자리잡은 많은 분들이 계시죠? 많이 아시는 유튜버를 보면 젊은 사람도 많지만 나이가 있는 분들도 많이 계시잖아요. 이걸 보면 유튜버도 모든... 
cafearticle.xml,29,"- 18년초, 중반만하더라도 주로 Z세대 (영상+기사 등등) - 18년말부터 <b>MZ세대</b> 발현 - 20년 7월, 검색량 폭증 - 시대에 따라 나온 말이면 해외도 비슷하게 나와야 하나 한국에서만 주로 사용 &gt; 구글로 확인해보면 한국98... "
cafearticle.xml,30,지금부터 우리 NUC 분들이 <b>MZ세대</b>인지 아닌지 테스트를 하도록 하겠습니다 참고로 요 1번 문제는 대기업 면접에서 나왔던 문제랍니다~~ 자 첫번째 <b>MZ세대</b> 문제 시작❗️❗️ (1) a-제3자 b-당사자 현재 a에게 금이... 
cafearticle.xml,31,고스피어 엠버서더로 장원영이 되었네요 아직 20살이 채 안된걸로 아는데 <b>MZ세대</b> 한테 골프 인기 많다는게 이렇게 실감되네요 별개로 화보는 너무 예쁘게 잘 나왔네요 ㅎㅎ
cafearticle.xml,32,하지만 저도 <b>MZ세대</b>에요 근데 원래 다들 그렇지 않나... <b>MZ세대</b> 아닌분들은 좀 다르신가용?? 공무원 처음 시작하는 초시생들은 필독! [공식] 2023 공무원 시험일정 &amp; TO 예측 https://gouk.kr/4EondH... 
cafearticle.xml,33,복지업계 7년차 입니다 1년반은 간호조무사 +요양병원운영에서 근무했고 지금은 재가 시설장으로 근무중입니다 나이는 이제 <b>mz세대</b>는 아니지만 참 바보같은 생각을 했습니다 저렇게 일자리가 넘쳐 나는데. 안정적인 직장.... 
cafearticle.xml,34,"기성세대는 일단 시키는 일은 무조건 하는거고 어떻게 할까 무엇을 할까를 생각하는 반면, <b>mz 세대</b>는 왜 그 일을 해야하는지가 중요하고 왜 그 일을 내가 해야하는지가 납득이 가야 일을 한다고 해요~~ 어린 성인이나... "
cafearticle.xml,35,그러면서 덧붙이는게 여긴 조직이고 자기맘대로 하는 <b>mz세대</b>들 처럼 할거면 사표쓰라는데.. 전 궁금한게 부서들끼리 붙어있긴하지만 각자 일이 바빠 출퇴근시만 보기에 인사를 안한다고 생각해서 저런말을... 
cafearticle.xml,36,"(가급적 길게 문장 형식으로 써주세요. 짧은 단어 나열, 의성어 나열 등 무성의한 활동글이 반복되면 활동제재할 수 있습니다.) 저도 <b>MZ 세대</b>입니다... ㅎㅎ 여기 카페 분들도 대부분 그러실까요?~"
cafearticle.xml,37,<b>MZ세대</b>가 쓴 <b>MZ세대</b> 사용설명서 저자 김효정 출판 넥서스BIZ 발매 2022.07.20. 왜 M과 Z는 하나로 묶여야 할까요? 그리고 어떤 점이 다를까요? 이 책에서 말하는 <b>MZ세대</b>는 1980년대 초반에 태어난 사람부터 2000년생까지... 
cafearticle.xml,38,밥먹고또차고 한쪽으로 편향된 정치이야기 매일하시고 강요도 하시고 업무는 짬안되는 막내들이 다 하는데 사교들은 사무실에서 시험공부 하지말라는 분위기..... 이게 다 제가 못배워먹은 <b>MZ세대</b>라서 이해못하는 거겟죠??
cafearticle.xml,39,<b>Mz세대</b>에 포함된 30-40대들은 본인이 <b>mz세대</b>인지 망각하고 얘기함 ㅋㅋ
cafearticle.xml,40,40대 초반이랑 20대 초반을 같이 묶어버림. 보통 외국에선 밀레니얼이랑 z<b>세대</b> 따로 말하지 묶어서 말하는 나라 우리나라 밖에 없음. 심지어 밀레니얼들도 자기가 <b>mz</b>에 속한줄 모르고 z<b>세대</b> 지칭할때 씀..
cafearticle.xml,41,통일연구원쪽 조사에 따르면 <b>mz세대</b>가 타 세대에 비해 북한에 대한 무관심이 더 크고 북한과의 통일보단 평화와 공존을 바란다는 부분이 더 크다고 함.. 오히려 이런 부분을 보면 우리가 때려죽여야 할 대상으로 본다는... 
cafearticle.xml,42,처음이라 맛이 별루일거 같았는데 새우도 들어가 있고 야채가 들어가서 그런지 식감이 탱글탱글한 괜찮더라구여 ㅎㅎ 저야 늘 먹던것만 먹을 줄 알지 <b>MZ 세대</b>인 딸덕분에 새로운 다이어트음식들도 먹어보게되네요 ^^
cafearticle.xml,43,가급적 직접 촬영&amp;제작한 사진으로 글 작성하기! --------------------------------------------------------- 모르고 쓰시는분들 많은데 <b>mz세대</b>는 80년대생부터 2010년생들까지를 그리 칭합니다 젊은 20대에게만 부르는 호칭아니예요
cafearticle.xml,44,"오렌지족 (과거의 <b>MZ세대</b>) 요즘 <b>MZ세대</b>들 버릇 없다뭐다 하는 얘기들 많죠?? 하지만 이게 다 ,, 과거에서 올라온 것 입니다. 옛날에는 압구정로데오 거리를 상징하는 오렌지족이라고 부르는 무리들이 있었는데요. 이들은... "
cafearticle.xml,45,"<b>MZ세대</b> 개발자분들의 트렌드를 알고 싶어서 질문을 드리고자 글을 올리게 되었습니다. 비 IT업종에 계신 분들을 위해 SI사업을 간단히 설명을 드리자면, 공공기관이 개발관련 용역 발주를 하면 민간업체가 입찰을 통해 그... "
cafearticle.xml,46,<b>mz세대</b>는 <b>mz세대</b>대로 스트레스가 심하고 기성세대는 기성세대대로 스트레스가 심한 상황입니다. 스트레스 해소 나 소통 프로그램 등 요청드립니다. *****@*****.***
cafearticle.xml,47,요즘 들어서 <b>MZ세대</b>라는 말을 많이 쓰더군요. 저도 예전에는 X세대니 N세대니 어쩌고하는 말을 많이 들었는데 이젠 <b>MZ세대</b>라는 말이 나오는걸 보니 세상이 빨리 변해가고 저도 그만큼 나이를 먹어간다는 걸 느낍니다.... 
cafearticle.xml,48,"<b>mz세대</b> 관련 질문 1. <b>mz세대</b>에 대해 어떻게 생각하는지? 2. 워라밸이 중요하겠네요? 뭐 이런 기타 등등 질문에대해 다들 어떻게 답변하시나요? 꼭 봐야할 이번주 독취사 인기글 3,549 VIEW | 6년차... "
cafearticle.xml,49,아 크흠흠 다들 <b>MZ세대</b> 문제 풀고 오셨지요?? 정답은 바로바로 없습니다❗️❗️ 대기업에서 면접시 출제되었던 문제로 답은 없지만 현쟈의 <b>MZ 세대</b>가 가지고 있는 공평과 평등에 대해 얼마나 그 의식을 가지고 있냐는... 
cafearticle.xml,50,요즘 핫한 <b>MZ 세대</b>...!! ※안 믿으시겠지만....뚱카롱도 <b>MZ 세대</b>입니다.ㅎㅎ 맛있는 녀석들에서 소개된 <b>MZ 세대</b> 음식을 모방해봤어요. 아침은...&quot;아란치니&quot; 말은 어렵지만..쉽게 말하자면 주먹밥 튀김입니다 김치볶음밥으로... 
cafearticle.xml,51,"요즘 애들 왜이래??♀️♂️ 아 내가 알아서 한다고!♀️♂️ 결혼, 직장 문제 등 명절 때마다 피해갈 수 없는 세대 간의 갈등 도무지 서로를 이해하기 힘든 기성세대와 <b>MZ세대</b>가 각자의 입장을 듣고... "
cafearticle.xml,52,요즘 많은 기업에서 <b>MZ세대</b>를 대상으로 다양한 마케팅을 펼치고 있는데요~ 오늘은 <b>MZ세대</b> 마케팅 사례를 몇가지 함께 보면서 어떤 <b>MZ세대</b> 마케팅이 있는지 살펴보겠습니다. <b>MZ세대</b> 마케팅 1: 써브웨이 씹시티 <b>MZ세대</b>... 
cafearticle.xml,53,"최근 사회에서 핫한 말로 <b>MZ세대</b>라는 용어가 있죠. 하지만 <b>MZ세대</b>를 처음 들어보신 분들은 <b>MZ세대</b> 뜻이 뭔지 감이 안 잡히실거에요. 오늘은 <b>MZ세대</b> 뜻과 함께 <b>MZ세대</b> 특징, 그리고 중국에서 <b>MZ세대</b>를 어떻게... "
cafearticle.xml,54,물류비 상승 등으로 대체로 소비자 가격이 인상되 준비하는 예비 부부들의 부담이 더 가중되는 건 아닌지 걱정되네요. 스몰웨딩이 트렌드인 것 알았지만 가구나 가전에 집중하는지 몰랐네요. <b>MZ세대</b>가 현명한 것 같아요~~
cafearticle.xml,55,오늘은 <b>MZ세대</b> 소비 트렌드를 정리해보도록하겠습니다! <b>MZ세대</b> 소비 특징과 다양한 이슈들을 함께 준비했습니다 :) <b>MZ세대</b> 소비 트렌드 - 미닝아웃 (Meaning Out) 첫번째로 소개해드릴 <b>MZ세대</b> 소비 트렌드는 바로... 
cafearticle.xml,56,"저는 x세대에요 <b>mz세대</b> 특징을 보면 우리랑 많이 다르구나 느끼면서 나도 라떼는 말이지 하는 생각이 들때도 있어요 14살, 10살인 애들은 우리세대랑 다르게 더 많은 지원과 관심을 받아서 주관이 강하고 자기중심적여서... "
cafearticle.xml,57,정작 <b>MZ세대</b> 본인들은 이 말 안쓰고 그보다 높은 나잇대이신분들이 &quot;요즘 <b>MZ세대</b>들 사이에서 유행이던데~&quot; 이런 식으로 사용하는것만 많이 본거같은 느낌인데 저만 그렇게 느끼는 걸까요 일단 제 친구들 사이에서는... 
cafearticle.xml,58,소고기 배터지게 먹고.... 안주없이 어떤술 좋을까 했더니 <b>MZ세대</b> 소주래여 이 얼음에 소주타니 청포도맛 난다아~~ 근데 뒷맛이 앗 써 모두 불토되세여
cafearticle.xml,59,요즘 <b>MZ세대</b> 집들이는 집주인이 집에 초대를 하고 먹고 싶은 음식 추천받아 주문받고 밥값을 더치한다는데 진짜 이렇게 바꼈나요?̊̈?ㅋ̐̈ㅋ̊̈ㅋ̄̈ㅋ꙼̈ㅋ̆̎ㅋ̐̈ㅋ̊̈ㅋ̄̈ 동생이 친구신혼집에... 
cafearticle.xml,60,가상화폐 투자자 가운데 절반 이상이 <b>MZ세대</b>(밀레니얼+Z세대)인 것으로 나타났다. 이들 가운데는 가상화폐에 투자했다가 실패해 손실 규모가 커지면서 회생 절차를 밟는 경우도 많았다. 17일 금융위원회 등에... 
cafearticle.xml,61,세대 범위도 존나 넓은데 그걸 싹다 싸잡는것도 맘에 안들고 뭐만하면 공중파 이런곳에서 틀딱새끼들이 <b>mz세대</b> 특 이지랄 하는것도 꼴뵈기싫음
cafearticle.xml,62,"패션업계가 <b>MZ세대</b>(1980~2000년대 초반 출생) 고객을 확보하기 위해 MD(상품기획) 경쟁력을 강화하고 있다. 특히, 기존에 알려진 명품보다는 국내에서는 접하기 어려운 중고가 수준의 '신(新) 명품'을 확보하기 위해 나서는... "
cafearticle.xml,63,"<b>MZ세대</b>는 어떻다 어떻다는 말을 볼 때 마다 이건 20~40대를 뜻하는게 아닌 &quot;내가 싫어하는 못난 , 나보다 젊은 누군가&quot;를 지목하는 하나의 사회현상을 넘어 밈(meme)처럼 소비되는 것 같습니다. 저는 30대 대다수가 어떻게... "
cafearticle.xml,64,"&quot;자기 편의주의&quot;로 팀이나 타인에게 피해가 되건말건 그건 고려할 바 아니고, 모든 수단 방법을 동원하여(매우 교묘한 핑계나 핑곗거리 만들어서) 자기 편할대로 자기 이익만 취하는 방향으로 행동을 하는 세대, <b>MZ세대</b>를... "
cafearticle.xml,65,아~~!!! 저출산 시대.. 출산 장려 프로그램인가... 우리 애들이 저럴까 무섭다.. #<b>MZ세대</b> #솔직한거냐 #영상과사진은_영구박제 #나이들어_후회하지마 #흑역사 #출산장려 #난이제_틀렸어 #공장패업
cafearticle.xml,66,몇살부터 꼰대시대에 속하고 몇살부터 몇살까지가 <b>MZ세대</b>인건가요??
cafearticle.xml,67,요즘 구인난이라고 하는데 요즘 <b>mz세대</b>들은 다들 뭐하고있나요?
cafearticle.xml,68,"래플카드는 재테크에 관심이 많으면서도 드로우(Draw), 래플(Raffle) 등 추첨식 프로모션에 익숙한 <b>MZ세대</b>의 선호도와 게이미피케이션(Gamification) 요소를 반영해 기획됐다고 해요 전월 실적 구간별로 매월 추첨을... "
cafearticle.xml,69,축의금이 부담스러운 <b>MZ세대</b>
cafearticle.xml,70,"바로 KB카드에서 22년 7월 발표한 <b>MZ세대</b> (중학생, 고등학생, 대학생)의 남녀 소비 트렌드를 알아본 자료입니다. 기사 발췌 / 국민일보 22.07.19 위의 기사에서와 같이 이번 KB국민카드가 분석한 <b>MZ세대</b>의 소비트렌드 분석... "
cafearticle.xml,71,9살도 <b>MZ세대</b>로 포함됨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 9살 ~ 40대가 모두 포함된 세대
cafearticle.xml,72,"요즘 기업들이 집중공략하는 <b>MZ세대</b>는 구매보다 경험을 중시하는 세대입니다. 경험마케팅을 통해 기업들은 소비자들의 이성적, 감성적 소비를 모두 자극합니다. 이러한 경험을 소비하는 소비자는 브랜드에 공감을... "
cafearticle.xml,73,를 궁리하던중~ '해피도윤'을 제외한~ <b>MZ세대</b>인 여우님과 동생은... 스테이크와 파스타를 추천하네요 흠흠 예 예 예 ~ 가야죠 ㅎㅎㅎ 입체감이 보기 좋네요*^^* 광화문에서는 여러집회가 있어서 평소보다 사람이 많긴 했지만..... 
cafearticle.xml,74,<b>MZ세대</b>가 꿈꾸는 파이어족 뜻! 영어상식 충전하기 안녕하세요 영어도우미 엠마입니다! 오늘은 <b>mz세대</b> 유행어 파이어족 뜻에 대해 함께 알아보는 시간을 가질거에요. 여러분은 파이어족 뜻을 알고 계신가요?... 
cafearticle.xml,75,오늘 사례로 함께 정리해보며 세계관 마케팅이 어떻게 <b>MZ세대</b>를 사로잡았는지 알아보도록 하겠습니다! 세계관 마케팅 우선 세계관 마케팅이 무엇인지 정리해보도록 하겠습니다. 세계관 마케팅은 현실과는 다른 또 하나의... 
cafearticle.xml,76,"최근 <b>mz세대</b>라는 단어를 많이 보셨을 것 같은데요, <b>mz세대</b>라는 용어는 익숙하지만 정확히 무엇을 의미하는지는 잘 모르시는 분들도 계실 것 같아요! 그래서 오늘은 <b>MZ세대</b> 나이&amp;특징/ mz다음에 대해 하나하나... "
cafearticle.xml,77,<b>MZ세대</b> 뜻/<b>MZ세대</b> 특징/<b>MZ세대</b> 유래 완벽 정리! 요즘 모르면 안되는 상식 안녕하세요 여러분 영어랑 입니다. 오늘은 여러분과 함께 시사용어 <b>MZ세대</b> 뜻 에 대해서 알아보겠습니다! <b>mz세대</b>라는 말 많이... 
cafearticle.xml,78,오늘따라 예의없는 사람들만 만난건지 <b>MZ세대</b>가 그런건지 기분이 너무 안좋아요. 길에서 욕하고 담배피고 침뱉고 .. 모두가 그런건 아니겠지만요. 차라리 유모차 끌고 다니는 어머님들.. 저도 애가 있어서 유모차 문... 
cafearticle.xml,79,"이젠 '궁상'이 아니다…<b>MZ세대</b> 번지는 '무지출 챌린지' “식사는 회사에서 세 끼를 해결하고, 커피는 회사 탕비실에 있는 카누를 타서 마신다. 주말에는 그동안 쌓여 있던 냉장고 안 재료 털이를 하면서 지난달 2주 연속... "
cafearticle.xml,80,"입장객 대부분이 <b>MZ세대</b>다. 인스타그램에도 1000개가 넘는 인증사진이 쏟아진다. 이 땅은 원래 쌍용양회(현 쌍용C&amp;E)가 40년간의 채굴 작업을 벌이던 장소다. 2017년 채광이 끝나면서, 동해시가 국비 등 304억원을 투입해... "
cafearticle.xml,81,<b>MZ세대</b> 이렇게하는거 맞쥬? 앙~~몰라 ㅋㅋ
cafearticle.xml,82,"요즘 뭐 <b>mz 세대</b>는 경제관념 없다, 부동산 모른다고 하는데 <b>mz세대</b>들도 부동산 관심 많습니다! 이런 취지로 좋은 카페와 오픈채팅방을 운영하게 되었습니다 전혀 홍보성은 없고 부동산 관심있는... "
cafearticle.xml,83,중국의 <b>MZ세대</b>와 중국의 인식변화를 이야기하는데 공감이 됩니다. <b>MZ세대</b>가 기성세대로 자리를 잡으면 아마 한국은 중국과 더욱더 멀어질 듯 합니다. 시간 되시는 분들 한번 보세요. https://youtu.be/_wmmPmG1C6k
cafearticle.xml,84,"<b>MZ세대</b> 구성원들과의 좋은 관계 유지를 위해서 지향해야할 점과 지양해야할 점 선입관이나 편견을 버리고 이해하기 위해 필요한 지식이나 노하우 공유를 부탁드립니다. 같은 <b>MZ세대</b>라도 개인성향은 다르겠지만, 이점만은... "
cafearticle.xml,85,최근 <b>MZ세대</b>(1980년대 초~2000년대 초 출생)를 중심으로 테니스 열풍이 불면서 일어난 현상들이다. SSG닷컴에 따르면 올해 1~3월 테니스 용품 전체 매출은 지난해보다 210% 증가했다. 특히 테니스 라켓 매출은 229%나... 
cafearticle.xml,86,"요즘 여러 기업들에서 <b>MZ세대</b>를 타겟으로 한 마케팅에 집중하고 있는데요, 일각에서는 다음 세대인 '알파세대'에도 미리 대비를 해야한다는 의견이 나오고있습니다! 저와 함께 알파세대의 정확한 뜻과 알파세대의 특징에... "
cafearticle.xml,87,요즘 <b>MZ세대</b>는 사람있는거 안좋아합니다?! 숙박업소는? 요즘 젊은 세대 소위 <b>MZ세대</b>?? 들은 매장에서 쇼핑할 때 귀찮게(?) 간섭하는거 안좋아한답니다. 이번 여의도 현대백화점에서 이를 테스트 할 수 있는 매장을... 
cafearticle.xml,88,<b>MZ세대</b> 사용설명서 도서 수령했습니다.
cafearticle.xml,89,몰랏는데 엄마가 나가고 가만히 생각하니 급우울 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 두뇌 운동을 좀더 해야겟어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그래도 난 아직 <b>MZ세대</b>에요 MZㅋㅋㅋㅋㅋㅋ 쿨럭쿨럭 ㅋㅋㅋㅋㅋㅋㅋ
cafearticle.xml,90,가만히 바라보기엔 속은 새까맣게 타들어 갑니다. 제가 어릴적 받아온 유교적 사고탓인지 내 스스로를 시대적 변화에 맞춰보려 하지만.. <b>MZ세대</b>의 사고는 저에겐 먼나라 별나라입니다.
cafearticle.xml,91,기성세대 <b>mz세대</b> 갈등 주제나 직장 조직문화 관련 영상들 찾아보게 되면서 배운것도 많고 느낀것도 많고 한국사회는 해외 선전국가들 특히 산업발전쪽에선 사고방식이나 일처리 방식이 많이 도태되고 있다는 생각도... 
cafearticle.xml,92,"1인 가구로 생활하는 <b>MZ세대</b>들이 늘어나며 소비의 가치를 자기자신에게 두는 현상, 미코노미가 유행하고 있습니다. 기업들에서도 이러한 미코노미를 활용한 마케팅 활동을 하고 있는데요, 오늘은 미코노미가 무엇인지와... "
cafearticle.xml,93,제공해주고 귀한대접했는데 출근2일차에 12시반에 출근했다 (9시30)까지 출근임 연락도안되고 다들 텄다 생각했는데 12시반출근 죄송하다고 사과도안하고 핑계부터대는데 내가 꼰대인가? ㅎ 역시 <b>MZ세대</b>는 다르네
cafearticle.xml,94,책 잘 받았습니다. 책을 통해 <b>MZ세대</b>를 잘 이해해 보고 싶어요. 감사합니다
cafearticle.xml,95,2022 MZ 투자 재능기부 강연 모집 &lt; <b>MZ 세대</b> 투자 동아리 MZ &gt; 재능기부 강연 참석자을 모집합니다 - <b>MZ세대</b>의 특징 - ① 꿈이 없어진 현실 코로나 위기를 이겨내는 과정에서 양극화 확대라는 부작용 부각. 특히 각 자산별... 
cafearticle.xml,96,mz가 밀레니얼이랑 제트의 합성어인데 ㅋㅋㅋ 회사에서도 제가 제일 막내인데 선임분들이 요즘 <b>mz세대</b>는 뭘 좋아해요? 뭐 이건 식으로 묻고 근데 얘네도 30대라 <b>mz세대</b>임 걍 뭔지도 모르고 미디어에서 mz거리니 대충... 
cafearticle.xml,97,과거의 세계관 마케팅은 주로 게임과 엔터테인먼트 영역에서 많이 활용되었지만 최근 식음료업계부터 뷰티 분야까지 <b>MZ 세대</b>를 주요 타깃으로 하는 여러 분야에서 세계관 마케팅의 많이 활용하고 있다. 이러한 세계관... 
cafearticle.xml,98,동국대학교 이주다문화통합연구소(IMI)에서 &lt;<b>MZ세대</b>를 위한 다문화교육&gt;을 주제로 전국 대학 다문화학과 연합세미나를 진행하오니 많은 관심과 참여 부탁드립니다. 행사명 : 2022 전국 대학... 
cafearticle.xml,99,모질이들처럼 뒤에서 수군수군 대기나 하고 나이도 많으신 분들은 오히려 안그럽니다 신경을 안써서 그런지는 몰라도 젊은꼰대가 설칩니다 정말 어렵네요 회사생활 제가 너무 <b>mz</b> 인건가요? 여러분들은... 
cafearticle.xml,100,저희 회사에 신입이 들어 왔는데 여자분이세요~ 요즘의 <b>MZ 세대</b> 스타일은 남들은 신경을 잘 안쓴다고 하더라구요~ 겪어보니 그런거 같기고 하고 그래서 웬지 좀 어렵게 느껴 진다고 해야하나? 제가 말을 걸지 않음 한 마디도... 
cafearticle.xml,101,나이차가 꽤 나는데 같은 <b>mz세대</b>라고 해서 어이없었는데 찾아보니깐 같은 세대는 맞긴하네요 ㅋㅋㅋ 같은 세대라고 계속 안 엮었으면 좋겠다는 꼭 봐야할 이번주 독취사 인기글 대기업 취업... 
cafearticle.xml,102,‘<b>MZ세대</b>’로 대표되는 2030세대가 소비 시장의 주축으로 자리 잡고 있다. 이에 맞춰 신규 제품 출시와 함께 각종 홍보자료와 마케팅에는 ‘MZ’라는 단어가 빠지지 않고 등장할 만큼 유통업계의 마케팅은 <b>MZ세대</b>... 
